OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
769,237300,5262,2085,52,2988,4,23,3,36,71,3859,1421,34,2296,4,20,2,29,53,1849,1730,119,Tract: 2373.00\nTotal Population: 5262,navigatela/reports/census_tracts_2010.cfm?PK=237300
770,237401,3616,2365,33,1173,1,5,4,20,15,2620,1662,23,905,0,4,4,12,10,1060,960,100,Tract: 2374.01\nTotal Population: 3616,navigatela/reports/census_tracts_2010.cfm?PK=237401
771,237402,3526,2108,21,1356,7,1,0,11,22,2576,1471,14,1061,6,1,0,8,15,1012,968,44,Tract: 2374.02\nTotal Population: 3526,navigatela/reports/census_tracts_2010.cfm?PK=237402
772,237500,2675,1986,32,623,5,0,0,11,18,1830,1306,24,478,4,0,0,8,10,791,733,58,Tract: 2375.00\nTotal Population: 2675,navigatela/reports/census_tracts_2010.cfm?PK=237500
773,237600,4259,3215,36,932,6,19,0,22,29,2837,2070,23,685,3,16,0,13,27,1183,1116,67,Tract: 2376.00\nTotal Population: 4259,navigatela/reports/census_tracts_2010.cfm?PK=237600
774,237710,3887,2801,39,981,11,19,0,14,22,2558,1798,24,695,9,14,0,8,10,1116,1003,113,Tract: 2377.10\nTotal Population: 3887,navigatela/reports/census_tracts_2010.cfm?PK=237710
775,237720,3153,2373,15,708,2,1,6,10,38,1979,1451,8,486,2,1,4,4,23,862,778,84,Tract: 2377.20\nTotal Population: 3153,navigatela/reports/census_tracts_2010.cfm?PK=237720
776,237800,4371,2084,36,2164,3,31,4,15,34,3195,1413,22,1685,3,29,4,11,28,1326,1232,94,Tract: 2378.00\nTotal Population: 4371,navigatela/reports/census_tracts_2010.cfm?PK=237800
777,237900,3621,741,44,2700,2,24,1,17,92,2717,482,41,2107,0,22,1,11,53,1323,1239,84,Tract: 2379.00\nTotal Population: 3621,navigatela/reports/census_tracts_2010.cfm?PK=237900
778,238000,5864,1169,43,4499,9,15,9,28,92,4371,759,38,3465,6,13,5,22,63,2138,2019,119,Tract: 2380.00\nTotal Population: 5864,navigatela/reports/census_tracts_2010.cfm?PK=238000
779,238100,4626,1062,44,3394,7,22,4,19,74,3449,694,39,2623,5,20,4,10,54,1741,1641,100,Tract: 2381.00\nTotal Population: 4626,navigatela/reports/census_tracts_2010.cfm?PK=238100
780,238200,5267,1147,55,3903,14,18,28,21,81,3995,764,43,3064,11,17,17,17,62,2260,2111,149,Tract: 2382.00\nTotal Population: 5267,navigatela/reports/census_tracts_2010.cfm?PK=238200
781,238310,4821,3413,47,1289,11,8,1,21,31,3043,2097,19,887,4,5,1,13,17,1381,1268,113,Tract: 2383.10\nTotal Population: 4821,navigatela/reports/census_tracts_2010.cfm?PK=238310
782,238320,3787,2553,46,1109,7,5,0,29,38,2422,1552,28,799,4,3,0,15,21,1119,1023,96,Tract: 2383.20\nTotal Population: 3787,navigatela/reports/census_tracts_2010.cfm?PK=238320
783,238400,4497,792,40,3544,14,27,1,13,66,3533,544,34,2853,12,26,1,11,52,1803,1708,95,Tract: 2384.00\nTotal Population: 4497,navigatela/reports/census_tracts_2010.cfm?PK=238400
784,239201,3562,2902,25,598,2,7,0,4,24,2315,1841,19,427,1,7,0,3,17,902,827,75,Tract: 2392.01\nTotal Population: 3562,navigatela/reports/census_tracts_2010.cfm?PK=239201
785,239202,4724,3901,34,759,0,2,0,11,17,3061,2495,21,521,0,2,0,10,12,1115,1022,93,Tract: 2392.02\nTotal Population: 4724,navigatela/reports/census_tracts_2010.cfm?PK=239202
786,239310,3996,3218,22,694,10,10,1,15,26,2567,2031,17,477,6,5,1,11,19,1066,969,97,Tract: 2393.10\nTotal Population: 3996,navigatela/reports/census_tracts_2010.cfm?PK=239310
787,239320,3444,2936,17,452,4,5,2,15,13,2232,1847,14,342,4,4,2,10,9,832,769,63,Tract: 2393.20\nTotal Population: 3444,navigatela/reports/census_tracts_2010.cfm?PK=239320
788,239330,2879,2479,18,372,3,0,1,1,5,1864,1569,10,277,1,0,1,1,5,708,639,69,Tract: 2393.30\nTotal Population: 2879,navigatela/reports/census_tracts_2010.cfm?PK=239330
789,239501,3454,2584,25,830,0,3,0,6,6,2297,1648,17,623,0,2,0,4,3,933,867,66,Tract: 2395.01\nTotal Population: 3454,navigatela/reports/census_tracts_2010.cfm?PK=239501
790,239502,3372,2574,8,752,7,4,1,0,26,2210,1624,5,556,5,4,1,0,15,872,810,62,Tract: 2395.02\nTotal Population: 3372,navigatela/reports/census_tracts_2010.cfm?PK=239502
791,239601,3755,3087,13,617,7,7,1,2,21,2294,1845,7,420,4,6,1,2,9,943,850,93,Tract: 2396.01\nTotal Population: 3755,navigatela/reports/census_tracts_2010.cfm?PK=239601
792,239602,3313,2555,24,683,14,3,0,6,28,2097,1545,17,509,8,3,0,4,11,884,797,87,Tract: 2396.02\nTotal Population: 3313,navigatela/reports/census_tracts_2010.cfm?PK=239602
793,239701,4261,3271,28,916,5,11,0,15,15,2743,2094,14,605,5,5,0,7,13,1065,984,81,Tract: 2397.01\nTotal Population: 4261,navigatela/reports/census_tracts_2010.cfm?PK=239701
794,239702,3927,2693,36,1139,2,0,1,15,41,2503,1661,24,785,2,0,0,12,19,1042,946,96,Tract: 2397.02\nTotal Population: 3927,navigatela/reports/census_tracts_2010.cfm?PK=239702
795,239801,3412,2567,14,805,2,1,2,5,16,2160,1584,6,553,2,0,2,4,9,891,814,77,Tract: 2398.01\nTotal Population: 3412,navigatela/reports/census_tracts_2010.cfm?PK=239801
796,239802,4902,3531,21,1301,3,11,5,11,19,3171,2192,10,938,2,10,5,3,11,1318,1210,108,Tract: 2398.02\nTotal Population: 4902,navigatela/reports/census_tracts_2010.cfm?PK=239802
797,240010,3673,2769,28,841,6,4,6,9,10,2311,1691,17,583,2,4,4,1,9,990,912,78,Tract: 2400.10\nTotal Population: 3673,navigatela/reports/census_tracts_2010.cfm?PK=240010
798,240020,5055,3586,24,1396,2,10,0,5,32,3315,2241,19,1024,0,9,0,4,18,1266,1186,80,Tract: 2400.20\nTotal Population: 5055,navigatela/reports/census_tracts_2010.cfm?PK=240020
799,240200,5252,3687,57,1446,8,13,0,15,26,3491,2430,31,983,5,11,0,10,21,1402,1276,126,Tract: 2402.00\nTotal Population: 5252,navigatela/reports/census_tracts_2010.cfm?PK=240200
800,240300,5691,3991,98,1505,14,13,0,34,36,3744,2542,63,1080,8,11,0,19,21,1627,1477,150,Tract: 2403.00\nTotal Population: 5691,navigatela/reports/census_tracts_2010.cfm?PK=240300
801,240401,5383,3834,30,1428,7,14,6,27,37,3440,2363,20,995,5,14,5,13,25,1437,1308,129,Tract: 2404.01\nTotal Population: 5383,navigatela/reports/census_tracts_2010.cfm?PK=240401
802,240402,3854,2206,44,1496,12,7,5,32,52,2658,1437,33,1110,10,5,2,26,35,1134,1049,85,Tract: 2404.02\nTotal Population: 3854,navigatela/reports/census_tracts_2010.cfm?PK=240402
803,240500,5655,3530,36,2014,2,10,0,20,43,3643,2237,22,1337,1,10,0,9,27,1587,1435,152,Tract: 2405.00\nTotal Population: 5655,navigatela/reports/census_tracts_2010.cfm?PK=240500
804,240600,4932,3307,34,1532,9,9,2,10,29,3248,2095,16,1095,6,9,1,9,17,1301,1190,111,Tract: 2406.00\nTotal Population: 4932,navigatela/reports/census_tracts_2010.cfm?PK=240600
805,240700,6161,3875,22,2189,0,17,2,11,45,4160,2480,18,1621,0,12,2,4,23,1647,1543,104,Tract: 2407.00\nTotal Population: 6161,navigatela/reports/census_tracts_2010.cfm?PK=240700
806,240800,4377,2774,37,1488,15,18,1,9,35,2910,1774,29,1054,10,17,1,5,20,1068,988,80,Tract: 2408.00\nTotal Population: 4377,navigatela/reports/census_tracts_2010.cfm?PK=240800
807,240900,5620,4152,19,1392,3,10,4,9,31,3649,2604,16,989,3,9,3,4,21,1392,1291,101,Tract: 2409.00\nTotal Population: 5620,navigatela/reports/census_tracts_2010.cfm?PK=240900
808,241001,4285,2642,37,1527,12,14,8,12,33,2747,1648,24,1030,7,9,5,5,19,1112,1036,76,Tract: 2410.01\nTotal Population: 4285,navigatela/reports/census_tracts_2010.cfm?PK=241001
809,241002,3606,1972,21,1546,1,8,3,10,45,2403,1251,15,1091,1,8,2,7,28,969,914,55,Tract: 2410.02\nTotal Population: 3606,navigatela/reports/census_tracts_2010.cfm?PK=241002
810,241110,3074,2155,18,867,1,1,2,12,18,1962,1341,11,593,1,1,2,4,9,764,709,55,Tract: 2411.10\nTotal Population: 3074,navigatela/reports/census_tracts_2010.cfm?PK=241110
811,241120,4564,2969,32,1473,19,9,9,12,41,3003,1894,23,1020,13,7,6,12,28,1244,1121,123,Tract: 2411.20\nTotal Population: 4564,navigatela/reports/census_tracts_2010.cfm?PK=241120
812,241201,2898,1502,19,1341,3,5,1,13,14,2026,951,12,1038,1,5,1,9,9,876,820,56,Tract: 2412.01\nTotal Population: 2898,navigatela/reports/census_tracts_2010.cfm?PK=241201
813,241202,4943,2769,45,2027,12,14,2,20,54,3447,1748,38,1595,10,11,2,15,28,1548,1430,118,Tract: 2412.02\nTotal Population: 4943,navigatela/reports/census_tracts_2010.cfm?PK=241202
814,241300,2313,1196,22,1043,2,5,4,7,34,1598,766,16,782,2,4,4,3,21,701,664,37,Tract: 2413.00\nTotal Population: 2313,navigatela/reports/census_tracts_2010.cfm?PK=241300
815,241400,3285,2059,18,1146,2,14,1,8,37,2171,1293,14,819,2,12,1,5,25,905,830,75,Tract: 2414.00\nTotal Population: 3285,navigatela/reports/census_tracts_2010.cfm?PK=241400
816,242000,3938,2568,26,1301,7,6,8,1,21,2458,1565,10,849,7,6,4,0,17,1046,962,84,Tract: 2420.00\nTotal Population: 3938,navigatela/reports/census_tracts_2010.cfm?PK=242000
817,242100,2714,1808,12,853,3,11,0,6,21,1408,893,5,492,2,6,0,1,9,708,698,10,Tract: 2421.00\nTotal Population: 2714,navigatela/reports/census_tracts_2010.cfm?PK=242100
818,242200,6554,4714,48,1691,15,21,0,4,61,4120,2910,31,1116,10,16,0,3,34,1588,1488,100,Tract: 2422.00\nTotal Population: 6554,navigatela/reports/census_tracts_2010.cfm?PK=242200
819,242300,4586,3275,25,1226,8,3,3,7,39,2834,1964,19,813,5,3,3,7,20,1162,1069,93,Tract: 2423.00\nTotal Population: 4586,navigatela/reports/census_tracts_2010.cfm?PK=242300
820,242600,4409,2642,38,1683,3,7,4,8,24,2353,1394,25,910,2,6,2,5,9,1254,1182,72,Tract: 2426.00\nTotal Population: 4409,navigatela/reports/census_tracts_2010.cfm?PK=242600
821,242700,5273,3814,20,1353,4,6,16,4,56,3351,2386,14,887,4,6,13,4,37,1235,1132,103,Tract: 2427.00\nTotal Population: 5273,navigatela/reports/census_tracts_2010.cfm?PK=242700
822,243000,6769,5374,79,1261,11,1,2,4,37,4327,3391,53,847,9,0,2,4,21,1395,1276,119,Tract: 2430.00\nTotal Population: 6769,navigatela/reports/census_tracts_2010.cfm?PK=243000
823,243100,5350,3462,95,1703,13,19,2,9,47,3290,2069,71,1094,10,15,2,4,25,1403,1284,119,Tract: 2431.00\nTotal Population: 5350,navigatela/reports/census_tracts_2010.cfm?PK=243100
824,261101,3488,174,3012,62,5,127,1,21,86,2791,123,2437,56,5,108,1,16,45,1616,1479,137,Tract: 2611.01\nTotal Population: 3488,navigatela/reports/census_tracts_2010.cfm?PK=261101
825,261102,4362,188,3637,89,1,270,1,10,166,3465,140,2920,75,0,219,1,7,103,1889,1729,160,Tract: 2611.02\nTotal Population: 4362,navigatela/reports/census_tracts_2010.cfm?PK=261102
826,261200,4341,208,3612,38,4,288,1,18,172,3466,149,2915,34,3,245,1,13,106,1888,1786,102,Tract: 2612.00\nTotal Population: 4341,navigatela/reports/census_tracts_2010.cfm?PK=261200
827,262100,3586,204,2958,48,1,234,1,7,133,2830,161,2333,44,1,201,1,5,84,1496,1354,142,Tract: 2621.00\nTotal Population: 3586,navigatela/reports/census_tracts_2010.cfm?PK=262100
828,262200,4675,219,3720,94,2,446,3,27,164,3739,170,3014,79,2,352,2,22,98,1960,1833,127,Tract: 2622.00\nTotal Population: 4675,navigatela/reports/census_tracts_2010.cfm?PK=262200
829,262301,2744,321,1964,32,3,330,2,4,88,2341,309,1630,32,2,304,2,2,60,957,903,54,Tract: 2623.01\nTotal Population: 2744,navigatela/reports/census_tracts_2010.cfm?PK=262301
830,262302,2818,95,2442,29,3,171,1,1,76,2233,77,1928,26,3,147,1,1,50,1300,1198,102,Tract: 2623.02\nTotal Population: 2818,navigatela/reports/census_tracts_2010.cfm?PK=262302
831,262303,3290,110,2849,28,1,179,0,9,114,2518,88,2184,23,1,156,0,7,59,1332,1228,104,Tract: 2623.03\nTotal Population: 3290,navigatela/reports/census_tracts_2010.cfm?PK=262303
832,262400,3233,129,2758,33,2,193,0,5,113,2495,90,2146,24,2,172,0,5,56,1342,1245,97,Tract: 2624.00\nTotal Population: 3233,navigatela/reports/census_tracts_2010.cfm?PK=262400
833,262501,3662,158,3290,11,2,120,2,14,65,2669,112,2410,11,2,97,2,5,30,1508,1436,72,Tract: 2625.01\nTotal Population: 3662,navigatela/reports/census_tracts_2010.cfm?PK=262501
834,262601,3660,123,3075,44,1,311,1,13,92,2780,92,2355,34,1,249,1,8,40,1459,1395,64,Tract: 2626.01\nTotal Population: 3660,navigatela/reports/census_tracts_2010.cfm?PK=262601
835,262604,6092,294,5154,31,8,399,4,14,188,4765,201,4076,26,4,349,4,11,94,2661,2525,136,Tract: 2626.04\nTotal Population: 6092,navigatela/reports/census_tracts_2010.cfm?PK=262604
836,262704,3567,179,3106,31,5,158,0,5,83,2769,129,2440,27,3,126,0,5,39,1784,1612,172,Tract: 2627.04\nTotal Population: 3567,navigatela/reports/census_tracts_2010.cfm?PK=262704
837,262706,3563,172,3110,21,3,146,1,13,97,2566,121,2279,16,3,111,1,6,29,1428,1343,85,Tract: 2627.06\nTotal Population: 3563,navigatela/reports/census_tracts_2010.cfm?PK=262706
838,262802,3759,136,3337,25,3,154,4,3,97,2870,104,2576,18,3,127,4,2,36,1667,1524,143,Tract: 2628.02\nTotal Population: 3759,navigatela/reports/census_tracts_2010.cfm?PK=262802
839,264000,3358,135,2928,21,5,148,1,5,115,2551,100,2221,19,4,125,1,3,78,1427,1329,98,Tract: 2640.00\nTotal Population: 3358,navigatela/reports/census_tracts_2010.cfm?PK=264000
840,264102,2873,181,2244,51,0,284,0,3,110,2550,155,2007,41,0,258,0,3,86,1799,1660,139,Tract: 2641.02\nTotal Population: 2873,navigatela/reports/census_tracts_2010.cfm?PK=264102
841,264103,2319,117,1812,35,5,256,3,13,78,2128,106,1670,30,5,242,3,11,61,1586,1414,172,Tract: 2641.03\nTotal Population: 2319,navigatela/reports/census_tracts_2010.cfm?PK=264103
842,264301,4646,318,3524,63,3,576,2,9,151,4396,296,3345,59,3,548,2,9,134,3175,2869,306,Tract: 2643.01\nTotal Population: 4646,navigatela/reports/census_tracts_2010.cfm?PK=264301
843,264302,5683,286,4576,74,5,484,7,17,234,5009,247,4045,71,5,437,7,14,183,3185,2906,279,Tract: 2643.02\nTotal Population: 5683,navigatela/reports/census_tracts_2010.cfm?PK=264302
844,265100,2489,117,2140,29,0,112,0,2,89,2059,84,1793,27,0,100,0,2,53,1481,1223,258,Tract: 2651.00\nTotal Population: 2489,navigatela/reports/census_tracts_2010.cfm?PK=265100
845,265201,2608,127,1985,21,1,346,0,4,124,2316,113,1754,16,1,326,0,4,102,1065,965,100,Tract: 2652.01\nTotal Population: 2608,navigatela/reports/census_tracts_2010.cfm?PK=265201
846,265202,3611,196,2482,48,3,716,1,10,155,3262,176,2224,43,3,676,0,9,131,2447,2048,399,Tract: 2652.02\nTotal Population: 3611,navigatela/reports/census_tracts_2010.cfm?PK=265202
847,265301,9344,1418,2956,303,0,4053,17,24,573,9293,1410,2941,302,0,4028,17,24,571,8,8,0,Tract: 2653.01\nTotal Population: 9344,navigatela/reports/census_tracts_2010.cfm?PK=265301
848,265303,4523,614,1793,98,5,1767,6,19,221,4470,604,1767,97,5,1756,6,18,217,1841,1732,109,Tract: 2653.03\nTotal Population: 4523,navigatela/reports/census_tracts_2010.cfm?PK=265303
849,265304,3570,530,1615,76,7,1168,7,11,156,3542,526,1596,76,7,1166,7,11,153,1184,1096,88,Tract: 2653.04\nTotal Population: 3570,navigatela/reports/census_tracts_2010.cfm?PK=265304
850,265305,4082,363,2107,103,6,1297,3,19,184,3992,357,2067,98,6,1267,3,19,175,2110,2009,101,Tract: 2653.05\nTotal Population: 4082,navigatela/reports/census_tracts_2010.cfm?PK=265305
851,265410,1576,101,1217,87,5,108,0,3,55,1248,81,959,81,3,92,0,3,29,678,635,43,Tract: 2654.10\nTotal Population: 1576,navigatela/reports/census_tracts_2010.cfm?PK=265410
852,265420,1811,76,1411,31,0,229,1,4,59,1421,56,1123,25,0,187,1,2,27,771,734,37,Tract: 2654.20\nTotal Population: 1811,navigatela/reports/census_tracts_2010.cfm?PK=265420
853,265510,4234,296,2030,88,6,1622,6,8,178,4023,277,1932,84,5,1563,6,8,148,2557,2299,258,Tract: 2655.10\nTotal Population: 4234,navigatela/reports/census_tracts_2010.cfm?PK=265510
854,265520,4561,260,3161,96,7,815,5,17,200,4044,231,2807,86,5,743,5,14,153,2433,2284,149,Tract: 2655.20\nTotal Population: 4561,navigatela/reports/census_tracts_2010.cfm?PK=265520
855,265601,2890,168,2159,25,2,380,3,4,149,2416,130,1835,21,2,317,3,3,105,1476,1376,100,Tract: 2656.01\nTotal Population: 2890,navigatela/reports/census_tracts_2010.cfm?PK=265601
856,265602,3042,132,2435,40,0,292,0,3,140,2676,120,2155,38,0,248,0,3,112,1852,1575,277,Tract: 2656.02\nTotal Population: 3042,navigatela/reports/census_tracts_2010.cfm?PK=265602
857,265700,4720,210,3859,92,2,360,1,11,185,4108,177,3399,77,2,319,1,8,125,2704,2447,257,Tract: 2657.00\nTotal Population: 4720,navigatela/reports/census_tracts_2010.cfm?PK=265700
858,267100,6087,370,4471,139,5,814,4,14,270,5047,287,3758,118,4,686,3,9,182,3023,2861,162,Tract: 2671.00\nTotal Population: 6087,navigatela/reports/census_tracts_2010.cfm?PK=267100
859,267200,5927,452,4009,105,4,1035,2,20,300,5110,382,3476,94,4,922,2,11,219,3071,2874,197,Tract: 2672.00\nTotal Population: 5927,navigatela/reports/census_tracts_2010.cfm?PK=267200
860,267300,3680,731,1559,161,6,1034,7,14,168,3369,582,1476,148,6,992,7,13,145,2222,1984,238,Tract: 2673.00\nTotal Population: 3680,navigatela/reports/census_tracts_2010.cfm?PK=267300
861,267402,4580,613,2950,135,7,659,7,17,192,4256,534,2789,124,7,626,6,15,155,2721,2490,231,Tract: 2674.02\nTotal Population: 4580,navigatela/reports/census_tracts_2010.cfm?PK=267402
862,267403,3011,399,1881,55,5,520,3,9,139,2819,352,1781,51,5,495,3,9,123,1851,1690,161,Tract: 2674.03\nTotal Population: 3011,navigatela/reports/census_tracts_2010.cfm?PK=267403
863,267404,2806,309,1784,74,1,517,1,7,113,2612,255,1701,69,1,483,1,7,95,1698,1569,129,Tract: 2674.04\nTotal Population: 2806,navigatela/reports/census_tracts_2010.cfm?PK=267404
864,267501,5379,1760,2190,135,5,1081,3,20,185,4636,1287,2058,122,5,992,3,15,154,2700,2487,213,Tract: 2675.01\nTotal Population: 5379,navigatela/reports/census_tracts_2010.cfm?PK=267501
865,267502,3243,729,1651,84,2,629,3,17,128,2866,574,1511,75,2,596,3,11,94,1694,1569,125,Tract: 2675.02\nTotal Population: 3243,navigatela/reports/census_tracts_2010.cfm?PK=267502
866,267600,2549,597,1109,58,4,668,1,8,104,2230,476,992,48,4,626,1,7,76,1258,1175,83,Tract: 2676.00\nTotal Population: 2549,navigatela/reports/census_tracts_2010.cfm?PK=267600
867,267700,2990,558,1221,70,1,995,6,11,128,2660,446,1113,67,1,925,6,9,93,1762,1529,233,Tract: 2677.00\nTotal Population: 2990,navigatela/reports/census_tracts_2010.cfm?PK=267700
868,267800,2917,253,1945,53,6,485,1,8,166,2259,177,1552,49,6,390,1,7,77,1269,1216,53,Tract: 2678.00\nTotal Population: 2917,navigatela/reports/census_tracts_2010.cfm?PK=267800
869,267901,2428,88,2010,23,2,251,2,0,52,2308,80,1928,23,2,228,2,0,45,1812,1514,298,Tract: 2679.01\nTotal Population: 2428,navigatela/reports/census_tracts_2010.cfm?PK=267901
870,267902,3375,191,2603,68,0,362,3,16,132,2754,151,2137,57,0,322,3,11,73,1784,1655,129,Tract: 2679.02\nTotal Population: 3375,navigatela/reports/census_tracts_2010.cfm?PK=267902
871,269000,5138,434,3960,160,11,395,1,39,138,4126,332,3203,124,7,345,1,26,88,2461,2273,188,Tract: 2690.00\nTotal Population: 5138,navigatela/reports/census_tracts_2010.cfm?PK=269000
872,269100,4359,189,3752,80,2,170,2,34,130,3356,154,2844,72,2,162,2,20,100,2090,1934,156,Tract: 2691.00\nTotal Population: 4359,navigatela/reports/census_tracts_2010.cfm?PK=269100
873,269300,3885,270,3076,42,0,353,0,12,132,2878,185,2315,35,0,284,0,6,53,1559,1503,56,Tract: 2693.00\nTotal Population: 3885,navigatela/reports/census_tracts_2010.cfm?PK=269300
874,269500,4043,158,3490,59,0,223,2,24,87,2820,111,2424,45,0,185,2,8,45,1451,1407,44,Tract: 2695.00\nTotal Population: 4043,navigatela/reports/census_tracts_2010.cfm?PK=269500
875,269601,3413,2190,302,704,8,104,2,18,85,2472,1492,282,514,6,100,1,17,60,1067,1003,64,Tract: 2696.01\nTotal Population: 3413,navigatela/reports/census_tracts_2010.cfm?PK=269601
876,269602,3252,1740,782,491,3,159,1,16,60,2404,1148,655,390,3,146,1,8,53,1148,1099,49,Tract: 2696.02\nTotal Population: 3252,navigatela/reports/census_tracts_2010.cfm?PK=269602
877,269700,4085,1474,1453,514,8,431,29,19,157,3248,1063,1246,423,7,382,21,17,89,1722,1621,101,Tract: 2697.00\nTotal Population: 4085,navigatela/reports/census_tracts_2010.cfm?PK=269700
878,269800,3458,899,1331,385,11,673,8,26,125,2881,673,1179,307,9,592,8,18,95,1699,1600,99,Tract: 2698.00\nTotal Population: 3458,navigatela/reports/census_tracts_2010.cfm?PK=269800
879,269903,3650,1068,1170,378,7,866,11,32,118,3179,803,1116,328,7,793,11,28,93,1804,1710,94,Tract: 2699.03\nTotal Population: 3650,navigatela/reports/census_tracts_2010.cfm?PK=269903
880,269904,3902,843,1591,440,9,835,8,29,147,3489,682,1511,380,7,759,8,25,117,2275,2126,149,Tract: 2699.04\nTotal Population: 3902,navigatela/reports/census_tracts_2010.cfm?PK=269904
881,269905,2423,752,778,274,14,489,4,18,94,2113,585,739,235,10,441,4,15,84,1379,1277,102,Tract: 2699.05\nTotal Population: 2423,navigatela/reports/census_tracts_2010.cfm?PK=269905
882,269906,2878,669,1129,290,5,669,5,12,99,2552,519,1069,251,4,621,5,9,74,1618,1505,113,Tract: 2699.06\nTotal Population: 2878,navigatela/reports/census_tracts_2010.cfm?PK=269906
883,269907,2761,661,1033,333,6,593,1,14,120,2414,517,967,287,4,533,1,14,91,1473,1385,88,Tract: 2699.07\nTotal Population: 2761,navigatela/reports/census_tracts_2010.cfm?PK=269907
884,270100,4412,911,1771,471,8,1022,11,34,184,3975,728,1692,429,7,938,11,29,141,2510,2379,131,Tract: 2701.00\nTotal Population: 4412,navigatela/reports/census_tracts_2010.cfm?PK=270100
885,270200,3761,2209,761,368,5,270,37,18,93,2929,1588,684,300,5,235,31,12,74,1320,1228,92,Tract: 2702.00\nTotal Population: 3761,navigatela/reports/census_tracts_2010.cfm?PK=270200
886,270300,2364,826,353,904,8,174,1,28,70,1868,594,299,758,7,152,1,22,35,943,886,57,Tract: 2703.00\nTotal Population: 2364,navigatela/reports/census_tracts_2010.cfm?PK=270300
887,271100,2449,468,1316,61,0,475,1,14,114,1937,347,1064,54,0,406,1,11,54,1009,967,42,Tract: 2711.00\nTotal Population: 2449,navigatela/reports/census_tracts_2010.cfm?PK=271100
888,271200,2525,832,837,96,5,672,7,8,68,2180,612,786,83,5,633,7,7,47,1199,1127,72,Tract: 2712.00\nTotal Population: 2525,navigatela/reports/census_tracts_2010.cfm?PK=271200
889,271300,4506,863,2383,113,4,916,10,20,197,3851,663,2120,92,2,832,10,13,119,2105,2002,103,Tract: 2713.00\nTotal Population: 4506,navigatela/reports/census_tracts_2010.cfm?PK=271300
890,271400,3391,446,2365,29,3,392,10,11,135,2679,317,1926,23,3,338,6,5,61,1381,1344,37,Tract: 2714.00\nTotal Population: 3391,navigatela/reports/census_tracts_2010.cfm?PK=271400
891,271500,2937,328,1971,54,6,452,0,15,111,2413,248,1655,45,6,395,0,6,58,1388,1331,57,Tract: 2715.00\nTotal Population: 2937,navigatela/reports/census_tracts_2010.cfm?PK=271500
892,271600,4475,450,2184,95,8,1554,4,11,169,3589,332,1825,86,8,1243,4,9,82,2020,1914,106,Tract: 2716.00\nTotal Population: 4475,navigatela/reports/census_tracts_2010.cfm?PK=271600
893,271701,5850,802,3024,274,12,1469,6,40,223,4984,640,2663,236,7,1266,5,28,139,2956,2805,151,Tract: 2717.01\nTotal Population: 5850,navigatela/reports/census_tracts_2010.cfm?PK=271701
894,271702,4134,571,1695,174,3,1523,2,13,153,3395,443,1475,140,3,1241,2,10,81,1962,1863,99,Tract: 2717.02\nTotal Population: 4134,navigatela/reports/census_tracts_2010.cfm?PK=271702
895,271801,3635,1234,1205,183,6,855,4,23,125,3073,926,1091,167,5,760,4,21,99,1793,1690,103,Tract: 2718.01\nTotal Population: 3635,navigatela/reports/census_tracts_2010.cfm?PK=271801
896,271802,5911,1501,2138,483,10,1507,10,28,234,5087,1153,1971,426,9,1316,10,25,177,2766,2600,166,Tract: 2718.02\nTotal Population: 5911,navigatela/reports/census_tracts_2010.cfm?PK=271802
897,271901,3087,870,1363,220,2,508,6,7,111,2534,645,1184,186,1,441,6,4,67,1354,1286,68,Tract: 2719.01\nTotal Population: 3087,navigatela/reports/census_tracts_2010.cfm?PK=271901
898,271902,3877,926,2173,124,4,479,6,19,146,3260,699,1903,118,4,421,6,17,92,1888,1796,92,Tract: 2719.02\nTotal Population: 3877,navigatela/reports/census_tracts_2010.cfm?PK=271902
899,272100,4354,1061,2646,76,9,373,11,33,145,3463,793,2162,64,8,336,11,21,68,1836,1775,61,Tract: 2721.00\nTotal Population: 4354,navigatela/reports/census_tracts_2010.cfm?PK=272100
900,272201,2411,917,1060,107,9,244,1,11,62,2014,666,970,96,9,224,1,9,39,1145,1095,50,Tract: 2722.01\nTotal Population: 2411,navigatela/reports/census_tracts_2010.cfm?PK=272201
901,272202,3378,1466,1324,131,14,306,7,27,103,2796,1088,1217,117,9,273,6,17,69,1585,1519,66,Tract: 2722.02\nTotal Population: 3378,navigatela/reports/census_tracts_2010.cfm?PK=272202
902,272301,2941,911,1422,145,2,344,6,18,93,2464,685,1244,132,2,330,6,12,53,1351,1277,74,Tract: 2723.01\nTotal Population: 2941,navigatela/reports/census_tracts_2010.cfm?PK=272301
903,272302,4074,2041,1380,186,12,354,3,12,86,3332,1460,1286,169,11,327,3,8,68,1988,1880,108,Tract: 2723.02\nTotal Population: 4074,navigatela/reports/census_tracts_2010.cfm?PK=272302
904,273100,2197,488,1460,47,2,132,1,3,64,1830,381,1269,34,2,109,1,2,32,1630,873,757,Tract: 2731.00\nTotal Population: 2197,navigatela/reports/census_tracts_2010.cfm?PK=273100
